 @user me neither bruh but a nigga gone with the wind and wherever my hat land is my home	positive
h the Wind [Blu-ray] (Blu-r... link	objspam
 @user you still need to come over and watch gone with the wind! Its a classic!!	positive
 @user Here's to the hearts and the hands of the men That come with the dust and are gone with the wind	objnspam
 Suddenly got an urge 2 watch a fav epic - and there's 'Lawrence of Arabia' on Crackle! If anyone needs me, that's where I'll B. (Not an ad.)	positive
 Currently watchin history of T.E Lawrence aka Lawrence of Arabia..he also fell victim to Europes manipulation	negative
 It's piss-ass cold again, so I've been having a movie marathon of things I haven't seen. First was 3:10 to Yuma, now Lawrence of Arabia.	negative
 Watching Lawrence of Arabia with my brother Nathan.	objnspam
 Even though I watched the soul-crushing Lawrence of Arabia just a few hours ago I'm already ready for another movie.	objnspam
 Films like Lawrence of Arabia are made rarely. Full of images and quotes that are burned into my mind now.	positive
 Just watched Lawrence of Arabia for the very first time. Unforgettable. It's almost as if I'm carrying the whole world now. Thorough sadness	positive
 Lawrence of Arabia was fucking epic.I'm happy to saw it on the big screen	objnspam
 Lawrence of Arabia very recognizable classic movie long movie but must see	positive
 Anyone wanting to run from Ferrybridge (weymuff) to Lawrence of Arabia's house (bere regis ish) be at ferrybridge at 1345 today #seeyouthere	objnspam
 However it is entirely possible that The King's Speech will do a Chariots of Fire. Or Lawrence of Arabia and sweep the Oscars.	positive
 Can't wait for booking my flights to travel round the middle east in may, im going to be filming Lawrence of arabia 2! Soo excited ;-)	positive
 #Lawrence of #Arabia link #movie	objnspam
 #Lawrence of #Arabia link #movies	objspam
 @user Also, of course, Auden, Spender, Isherwood, Oscar, Edward Carpenter, Lawrence of Arabia, Gore Vidal...	objnspam
 Review it: Hero: The Life and Legend of Lawrence of Arabia link	objnspam
 ARRRGGGGHHHHHH!!!!! I hate doing scary shit.. LOL... need the Wizard of Oz to give me courage... *clicks her black shoes.. with red ribbons*	negative
 @user this makes me think of the Wizard of Oz.	objnspam
 Yes yes I was the lion in the wizard of oz musical	positive
 All-Action Classics No. 4: The Wonderful Wizard of Oz: L. Frank Baum, Ben Caldwell, Ben Caldwell[Oct 04, 2011] link	objspam
 @user It rattles my window like crazy. It feels like the house is going to blow away like in The Wizard Of Oz.	negative
he was in the wizard of oz.	objnspam
Oz	objspam
 U can't tell me Dark side of the Moon wasn't scored for Wizard of Oz. Ha! I'm such a stoner	positive
 Off to see the wizard, the wonderful wizard of oz.	objnspam
 WHO DARE UNFOLLOW THE GREAT AND POWERFUL WIZARD OF OZ?!?!!?!?!?!?!?	negative
 @user Adrienne those shoes you had on with the sparkles were beast!  Reminded me of wizard of oz.  Lol love it!	positive
 @user It's a Graduate Teacher programme - sort of like on the job training, I have to get a place on a course and then in a school.	objnspam
 A tale of two govs: What a contrast between Andrew Cuomo and the last attorney general to graduate into the gove... link	negative
 the average Nigerian university graduate... link	objnspam
 Clients counsel the counsellors: They hosted their first workshop for graduate-level educational psychology stud... link	objnspam
 The more years I spend at Colbert Heights..the more disgusted I get by the people there. I'm soooo ready to graduate.	negative
ed a deadline or something for The Graduate. They only delivered 2 songs 4  the whole movie? Budget Cuts?	negative
 13 Red Boxes @user Free Range - The Old Truman Brewery, London (UK)	objspam
 design graduate's creations aim for perfect posture: Shyama Maheshwari, of Usk Road, created the eye-catching pi... link	positive
 Just finished watching The Graduate. Weird movie.	negative
 Nurse Graduate at Shands Healthcare (Jacksonville, FL): Apply to requisition number 10967 ONLY. Please read the ...  link	objnspam
 Studying for topics on the hesi test: Tips for Hesi Topics The hesi test is one you have to take to graduate fro... link	objnspam
 So im gonna graduate and die in the same year... #coolstorybro	negative
 @user imma give it a try before the semester over...OR before i graduate lol	positive
 Weddings and Engagements for Jan. 23, 2011: The future bride is a graduate of Westfield State University and is ... link	objnspam
 If you know anything about Johnson, his mother was a big inspiration in life, helping keep him off the streets in LA, graduate from USC	objnspam
 Beard - Foster: She is a graduate teaching assistant in the Department of Health, Human Performance and Recreati... link	objnspam
 @user Ned Ryerson: got the shingles real bad senior year, almost didn't graduate? Bing, again.	objnspam
n 2 kids boy and girl pet otter named	objnspam
 @user lls. Kinkyyy ctfu. Heyy, you look familiar. Did you graduate from the University Of Handsome Men?	objnspam
 The scenery is as breath-taking as it is here at Waterfront Cottages, that sitting at a computer is often the last thing on your mind! =)	positive
 140/365 - Trials bike rider practicing on the waterfront. link	objnspam
 Buy the hot selling Florida Waterfront Property on auction in eBay. Read it. link	objspam
 Soundcheck time @user On The Waterfront) link	objspam
 On The Waterfront was added!: link	objspam
 Death Before Dishonor, Casey Jones, Capitals and more at the Waterfront tomorrow. Come on down and buy Shook!	positive
 gabe is learning discovering the waterfront on guitar and shea on bass #heroes	objnspam
 @user That's at The Office, I'm at C.I. Shennanigans on the Ruston waterfront. Mohawk and all.	objnspam
 @user the ram on the tacoma waterfront.  There as we speak.	objnspam
 @user Thats the restaurant on the peninsula, the road that runs along the waterfront	objnspam
 Heading to mcfaddens on north shore drive to meet up then later the group might check out dave and busters on waterfront(pittsburgh)	objnspam
 Yokoso Restuarant on the Waterfront on deck	objnspam
 going  Downtown tonight it will  be amazing  on the waterfront with the snow	positive
 Awesome Saturday! Indoor winter farmer's market, brunch on the waterfront, stopping at butchery with local sources. I like being a Rhody!	positive
 Biked past a girl on the waterfront on stilts today. #notevenkidding #meta #dreamofthe90s	objnspam
 @user It was about some folks on the waterfront, I'm trying to find a way to get around some fools w/o using my daisy cutter.	negative
 @user Yes G Travels is a good afternoon with the kids movie - it is not 'On the Waterfront' but enjoyable - A Mark Kermode review U.	positive
 I'm at On the Waterfront Cafe (205 Ocean Front Walk, Venice) link	objnspam
 @user I'm actually out for a walk on the waterfront! Going to sbux later lol	positive
 Isla 12 noon for the football games. For those of you I haven't seen I know I'm going to see you. 8788 Sunset blvd.	objnspam
 I checked in at In-N-Out Burger (7009 Sunset Blvd) on #Yelp link	objnspam
s store that had a lot of pigeons.	objspam
 I'm at Short Stop (1455 Sunset Blvd, Los Angeles) w/ 7 others link	objnspam
 @user ;w; Sunset Blvd is one of the historic streets, following route 66, very long, ending at the beach.	positive
Laemmle Sunset 5 Theater, 8000 Sunset Blvd, West Hollywood, CA... link	objspam
 TigerLily Mon 1/24 8pm w/ @user @user @user @user @user @user @user @user + 6122 sunset blvd	objspam
 I'm at The Den of Hollywood (8226 W Sunset Blvd, btw Hayvenhurst and Harper, West Hollywood) w/ 6 others link	objspam
 I checked in at Green Tea House Chinese Restaurant (7226 W Sunset Blvd) on #Yelp link	objnspam
 3 others link	objspam
 ATTENTION%n JAN.29th THE BIGGEST EVENT OF JANUARY	positive
 I'm at Short Stop (1455 Sunset Blvd, Los Angeles) w/ 3 others link	objnspam
lvd. then go home n rest.	positive
 I checked in at TantraZ (3705 W Sunset Blvd) on #Yelp link	objnspam
eirdest stuff ever, including Jesus walking down Sunset Blvd.	negative
 I'm at The Den of Hollywood (8226 W Sunset Blvd, btw Hayvenhurst and Harper, West Hollywood) w/ 2 others link	objnspam
 @user The Standard on Sunset Blvd.	objnspam
 I checked in at Falcon Restaurant (7213 W Sunset Blvd) on #Yelp link	objnspam
 On Sunset Blvd. at The Comedy Store. Laughing my butt off.	positive
 Mark Mothersbaugh + Shepard Fairey: SUBLIINNNAL PROJECTS @user 1313 sunset blvd	objnspam
 I'm at The Roxy (9009 W Sunset Blvd, at Hammond St, West Hollywood) link	objnspam
 2Night  Ladies! SUNDAYS! at Libertine (8210 W Sunset Blvd) The End of The Weekend Event Free b411pm $5 After $5drinks C U there!	objspam
 I'm at Sunset Trocadero Lounge (8280 Sunset Blvd, at Sweetzer Avenue, Los Angeles) w/ 2 others link	objnspam
 I'm at Isla Cantina (8788 Sunset Blvd., at Holloway, West Hollywood) link	objnspam
nite classic. Go watch it!	positive
 Need help choosing my next film: The Bridge on the River Kwai or Only Angels Have Wings??	objnspam
 @user What is that The Bridge on the River Kwai ? LOL	positive
 The bridge on river on Kwai link	objspam
 I just checked in at Bridge on the River Kwai on @user	objnspam
 The Bridge On The River Kwai. #AFItop100 Heard it's an amazing movie...We'll see.	positive
 Finally headed home. Been a long three days. Thanks @user cause now I will be humming the theme to Bridge on the River Kwai all the way.	positive
 The ending of BRIDGE ON THE RIVER KWAI is much creepier than I remember it being. Bleak, sure... But that triumphant music is twisted.	negative
 Bridge On The River Kwai, a movie about a British officer in WWII who refuses to do manual labor.	objnspam
 I just tuned into The Bridge on the River Kwai on @user link	objnspam
 2:00am: Bridge On The River Kwai, The (1957) link 4:45am: Midway (1976) link	objnspam
 Why is Bridge Over a River Kwai always on at 2 or 3 in the morning? #thatsnotsounforgivable	objnspam
 12:30am: Duck Soup (1933) link 2:00am: Bridge On The River Kwai, The (1957) link 4:45am: Midway (1976)	objspam
 The bridge on the river kwai is my shit #oldmoviesrule	positive
 Err lemsips are disgusting, it's like hot lemonade, ewww could u imagine drinking hot coke, some things are just ment to stay cold!	negative
 If your tooth hurts drink some pain killers and place a warm/hot tea bag like chamomile on your tooth and hold it. it will relieve the pain	objnspam
roe is soooo fiiiinne!!! What a night this has been! :)	positive
 Watching Some Like It Hot !	objnspam
 #NowPlaying Some Like It Hot / Paradise Mega Hits '80s [Disc 4] - The Power Station link	objspam
 @user To Wong Foo, Some Like it Hot, La Cage aux Folles, The Birdcage (La Cage's remake), Adventures of Priscilla Queen of the ..	objspam
 @user lol def Yo- I had soo much fun;; def dropped it like it was hot. Seen some Bol wit fresh #CoolGreys on- #NoBueno -wrongplace	positive
dmit that it tastes grea! still a genius :D	positive
 Some like it hot and some sweat when the heat is on !!	positive
 @user Just got home from 80's night at a local club ... they played Some Like it Hot followed by Skin Trade!	objnspam
 @user *jaw drops, like it was hot* :] thanks dude, i'll get papa to pick some up next time he's away.	positive
 Why don't you have some dirty hot sex with me? It like I'm askin you to give it up for free!	objnspam
 Taking some medicine for my headache and the medicine doesn't taste good at all! It's like bad hot lemonade.	negative
 I am also watching Some Like it Hot because I love Tony Curtis	positive
 HOT IN HOLLYWOOD: DESIGNER SILK PENDANTS FT AT MARILYN MONROE 'SOME LIKE IT HOT HOTEL CALIFORNIA ENJOY: link	objspam
 Some Like it Hot: Decorating with Red	objspam
! Tony Curtis reminded me of Vince Vaughn in that film.	objnspam
 It is extremely hot in my room tonight for some reason and I do not like it.	negative
! (marilyn monroe film) this is the lifeeee ;o)	positive
 it's so hot. i feel like i can't breatheeeee ! maybe some #Somerhalder or #Bieber will help. off to youtube ! :D	positive
 @user As far as dogs go, just like regular hot dogs, it depends on the brand...some are over-spiced which can be icky.	negative
 @user i like that at the afterparty his hair was dry and got some volume and lightened up...it like....took on another hot look	positive
 shaterra: drop it like its hot ...IN THE NAME OF JESUS!!! me: o_O you need some help...IN THE NAME OF JESUS!! lmao!	positive
 Sat at the wrong table, listening to @user and @user talk about star wars and star trek....	negative
edi	objspam
 Who it my noseg nazar man: 0076 star wars episode iii revenge the sith 3 fat chicks gay twink sex net kim kardas... link	objspam
 After work today, I might have a Star Wars marathon. Many Bothans died to bring you this information.	positive
 #star #wars #news George Lucas predicts doom, according to Rogen link	negative
 star wars sunday	positive
 Breakfast and Star Wars Holiday Special. It's suppose to be aweful, so I know I'm gonna love it!	positive
 #1: Star Wars: Complete Saga I-VI [Blu-ray]  link	objspam
 #forum Who it my noseg nazar man: cool lego star wars designs jobs for 14 years old in van nuys what state has t... link	objspam
 Alfabeto Star Wars - L: link	objnspam
 #otm star wars th phantom menace	objspam
 @user stop watching star wars and come get your daughter! Haha	positive
 #star #wars #news George Lucas Clarifies His 2012 Prediction; Universe Breathes Sigh of Relief link	objnspam
 The Star Wars Chewbacca Collectibles is a hot seller in eBay. Get it here. link	positive
 #1: LEGO Star Wars 8084 Snowtrooper Battle Pack: LEGO Star Wars 8084 Snowtrooper Battle Pack by LEGO (9)Buy ne... link	objspam
 Toys: Star Wars Episode 3 Toys.Star Wars Lego Toys. - Poker Forum: Star Wars Toys Kit Fisto. Star Wars Galactic ... link	objspam
 link STAR WARS: THE CLONE WARS ?Witches of the Mist? Review	objspam
 Every morning I look more and more like the evil emporer from star wars. but without the cool lightning shit out of my hands #starwars	negative
 @user if it isn't about Star Wars, then it shouldn't exist	negative
 Published a new blog post: Rare Star Wars Memorabilia link	objspam
 Lego Star Wars Clone Wars Mini Figure  Anakin Skywalker link LEGOUS $6.00 (0 Bid) End Date: Sun	objspam
 Star Wars Lego: Imperial V-wing starfighter #7915 link LEGOUS $9.50 (0 Bid) End Date: Sun	objspam
 @user singing at All About Eve Bar.  link	objspam
 Photo: ALL ABOUT EVE (1950) edited by Barbara McLean: Perfect example of a simple narrative done right. This... link	positive
 Here for @user @user All About Eve w/ @user link	objspam
 link here for @user gig at All About Eve bar.	objspam
ve) link	objspam
 Mint Leong's Concert @user All About Eve) link	objspam
ng Eve ...: All about the Acai Berry-Natures Superfood Antio... link	objnspam
 @user That helps a lot. My suggestions: Caramel, Girl 27, Confessions of a Superhero, La Moustache, Gomorrah, All About Eve, Humpday	positive
 New DVD: All About Eve Reviews link #About #Reviews	objspam
 At least let me tell you how was like watching All About Eve, then I will talk about the other movies, but randomly a.k.a as I please XD	positive
 Watching all about eve again. I have a weird fascination with this film !	positive
 All about Eve...	objspam
 All About Jazz New Year's Eve concert Review: All About Jazz has a review of Peter Nero and the Philly Pops' New... link	objnspam
 all about eve successfuly makes me cry !	positive
 @user Oh I am so Team Bette (parlance allowing). Mostly because of the gloriousness of All About Eve...	positive
 Great DVD Deal #5: All About Eve [Blu-ray]: All About Eve [Blu-ray] George Sanders (Actor), Gary Merrill (Actor... link	objspam
 Ost. All About Eve - True Love siiip.	positive
 @user @user Thank you!!! The African Queen is my favorite aside from Casablanca!!! :)	positive
 @user I love you and you are the best entity that any magazine has ever seen my South African beauty/brain Queen!	positive
 you are my african queen...the girl of my dreams	positive
 bout to find me an round the way joint...Queen though. something with a diverse background. Japanese, Brazilian, African. widow, kush, purp!	positive
 I dedicate the lyrics in My African Queen - 2face to YOU. Yes You.	positive
 You are my African Queen. The girl of my dreams. #nowplaying Thea's theme song.	positive
 Valentine's Weekend! THE AFRICAN QUEEN / FROM HERE TO ETERNITY (Feb 13 @user Egyptian Theatre) link	objnspam
 Photo: The African Queen. Such a good movie!! link	positive
 Ghana Ministry Consents to Transfer of Noyem License from Newmont to African Queen:	objnspam
 The African Queen - Houston (Hepburn/Bogart)	objnspam
 Oh god it's set during The African Queen	negative
 Thanks for the follow @user @user Uganda Allows Drilling African Queen Papyrus Swamp link	positive
 @user D annoing 1 wit d smelling m***** .hope u don't mean d psycho!!!	negative
 @user my mum saw it todY and absolutely hated it. But prob because she was expecting a lovely ballet movie than a psycho drama.	negative
 AND PENELOPE MEETS THE GUY WHO IS GOING TO SHOOT HER. AND THE PSYCHO FEEDS HIS VICTIMS THEIR OWN FINGERS. THIS IS WAY TOO INTENSE.	positive
 Knives is a fucking psycho, but funny.	positive
 Preview COME TO THE CABARET by @user It's a booty shakin take on the old Liza Minelli song link	objnspam
ou look like a man in a wig.	objnspam
 #Nowplaying Psycho Killer (Live 1977) by Talking Heads from The Name of This Band Is Talking Heads [Expanded] was heard by 50 fans of FA!	objnspam
 @user Absolute psycho huh? Didnt JJ tell you that my character in my book is exactly that? A psycho (cont) link	objnspam
 they dont have a good bathroom to do coke in (watching American Psycho via @user link	negative
 I'm done with this fuckin bullshit. I hate this. You're the psycho not me.	negative
 #CamronsHottestLines I'm a psycho hell, end your life gone well, put it in the ocean, tell 'em start swimming hurry up micheal phelps	objnspam
 #nw orphan, esther you're an effin psycho	negative
 Women dominate the bitter broken heart song market. Kelis dominates the bitter broken heart crazy psycho bitch song of the Century.	negative
 another Psycho-T dunk 1/07/11, just found this ;p link	positive
 Psycho project is mind-fucking us...	negative
 Psycho killer alert. If I don't answer any calls, call the police	objnspam
 [07:40] #nowplaying Infected Mushroom - Psycho (Live Mix)	objspam
 Yea she's officially #Psycho	negative
 @user Idk why they his crew get so psycho when people hate on him, like dude that happens all the time to kids at school -__- wtf	negative
 @user what's so good about it? It's a copy of American Psycho but with ballerinas and it was super boring instead of intriguing	negative
 Chinatown is freaking d crowded	negative
 Chinatown!!!	objnspam
 I am at chinatown...yeah	positive
 Go San Francisco Card All About Chinatown Walking Tours Buy 1 Get 1 link #Travel #WorldTravel #Passes #News #ReTweetThis	objspam
 Folks love chinese, we eat chinese! @user Chinatown	positive
 I engraved my ring for 3bucks at Chinatown!!	positive
 Tonight, after leaving Chinatown, Stone Cold gave me free chocolate ice cream for my birthday. Cool.	positive
.	objspam
 Yay I'm at bugis nowwwww. Bye chinatown and all the red red decos.	positive
 That was the gym, in a ticking boxes kind of way. As the kids intend to do with impending CULTURE moment. really Biding time till Chinatown.	positive
 Lovely night dinner in Soho's Chinatown followed by a beautiful walk thru the bustle of the streets xx	positive
 food tasting from 1 end of chinatown to another end will gain at least 2kg in weight	objnspam
 Going Chinatown to squeeze with bf's mum now!	positive
 @user @user it's obviously for Chinatown	objnspam
 Heading to Chinatown with mum... Her birthday today!	positive
 bitter smile by Endzweck from THE GRAPES OF WRATH #TwitMusic	objnspam
 Reading Grapes of Wrath again; this book should be required reading in business school to remind of the impact of thinking only of profit.	positive
 A hangover is the wrath of grapes	negative
 Got a bit sidetracked shopping for Grapes of Wrath and bought The Moon is Down and Mansfield Park, too.	positive
 A hangover is the wrath of grapes.	objnspam
 The grapes of wrath print was the cleanest 35mm print I've ever seen. Movies released last week don't look that good. /andy	objnspam
 Loving the tatty 1953 copy of The Grapes Of Wrath I bought today! Hope it's as beautiful as Steinbeck's Of Mice And Men.	positive
 Jason: seeing 2 films today at the @user Grapes of Wrath at 3pm and She Wore A Yellow Ribbon at 9pm. What are you seeing this weekend?	objnspam
 @user Reading The Grapes of Wrath by John Steinbeck	objnspam
 @user Ah the Grapes of Wrath connection! I need to download that album.	positive
 The Grapes of Wrath	negative
 A hangover is the wrath of grapes!	negative
 @user Its the grapes of wrath!	objnspam
 Finally delving back into the Grapes of Wrath after what seems like forever, but was only a couple of weeks #fridayreads	positive
 You know what would be a great name for a wine bar? The Wrath Of Grapes.	objnspam
 A hangover is the wrath of grapes. #FridayFunnies	negative
ce and put some more life into this sturdy... link	objnspam
 #vectorframe 2001 A Space Odyssey Reconstructed pt.1 link #vectorart #2001 #odyssey #pt1	objspam
 2001: A Space Odyssey. I'm already confused.	objnspam
 @user how is your mind doing 24 hours after your 2001: A Space Odyssey experience?	objnspam
 Think i'll stay with the whole 'sci-fi' shit. but this time...a classic movie. #nw 2001: a space odyssey	positive
 I'm watching 2001: A Space Odyssey (via @user link	objnspam
 @user no, but I own one record. 2001: A Space Odyssey.	positive
 Good evening, HAL: 1970 - I'd seen 2001: A Space Odyssey only two years before, but staring into the eyeball of a se... link	objnspam
 Watching Stanley kubricks 2001 a space odyssey for the first time.  This was way ahead of its time for 1968.	positive
 All this classical music in 2001: A Space Odyssey is making me sleepy.	negative
 I've always suspected that thing that Astronaut Dave Bowman went into, at the end of 2001 A Space Odyssey, was a giant cosmic space vajayjay	negative
 Hubs is watching 2001: A Space Odyssey. What a mindf**k. I just can't deal.	negative
 I love Kill Bill but I'm going to watch 2001: A Space Odyssey. I've read it's one if the greatest films ever made.	positive
 There's an aircrafty sound just like something from 2001 Space Odyssey. It's a bit scary so I'm tweeting from under my desk.	objnspam
 #nowWatching 2001: A Space Odyssey #nerdlife #nerdmosh	objspam
 mindboggling intro to sfx guru and BAFF special guest Douglas Trumbull (Bladerunner, 2001: A Space Odyssey) link	positive
 watching 2001: A Space Odyssey for the first time!	positive
 @user @user Making new friends with Victory fans and the odd Maltese falcon lol	objnspam
 Maltese Falcon: The Largest Sailing Yacht in the World link via @user @user	objnspam
 Sick Beard: Download Finished: Leverage - 2x15 - The Maltese Falcon Job - 720p WEB-DL	objnspam
 Just watched The Maltese Falcon (1941). One of the best films ever made. Ever.	positive
 @user lol yeah sometimes for me too, I adore Hitchcock movies though :) I like the good Classics like Maltese Falcon :)	positive
on, humphrey bogart te rend gagnant a chaque fois	objspam
 Watched 'The Maltese Falcon' for the first time tonight. It lived up to its reputation.	positive
ality.	objspam
 The stuff that dreams are made of ~The Maltese Falcon, 1941	objspam
 The scandalous Lillian Hellman: He was 36, the famous author of Red Harvest and The Maltese Falcon. A former Pin... link	negative
 Photo: moviesinframes: link	objspam
 This is where I would like to be now.  Temps in the teens! [EXCLUSIVE OFFER] Maltese Falcon link via #constantcontact	positive
 This week I've hired a Private Investigator to follow Friday. I think he knows something about the Maltese Falcon.	positive
 Watched the French connection and the Maltese Falcon, both blu-ray and both wonderful!	positive
 The Maltese Falcon in My Pants #moviesinmypants	objnspam
 in the Hollywood module.	objspam
 Not watching Double Indemnity, instead we're watching The Maltese Falcon. #Yuss	positive
 i'll be a raging bull, untill you're paid in full	positive
 Don't think I could handle Raging Bull and Goodfellas...	negative
 Euro Is A Raging Bull - Trader Views link	objspam
rom films like Snatch, Raging Bull and Girlfight	objnspam
 @user Well @user knows the Raging Bull, guess those three saw you as the Flying Bull and ran for cover haha	positive
 Raging Bull and Casino: Martin Scorsese, Robert Di Niro and Joe Pesci!  3 masters and 3 masterpieces(goodfellas being the third one!)	objspam
 @user doesn't matter, the world champ could take out Rocky, Rambo, and the Raging Bull all at once!	positive
 Euro Is a Raging Bull link	positive
 #forex Euro Is a Raging Bull link #insights	objspam
 $EURUSD Euro Is a Raging Bull: The Euro is on a moving strong up again this week and I think... link #forex #mkt #stocks	positive
 #forex Euro Is a Raging Bull: The Euro is on a moving strong up again this week and I think next week will be mo... link	positive
 #Euro Is a Raging Bull link $$ #Forex #FxPG	positive
 That's how Raging Bull looks now! Check pro-pic	objnspam
 Watching raging Bull for the first time. DeNiro is amazing.	positive
 Black Swan is incredible, very powerful. It's like Portman's Raging Bull.	positive
 @user nigga you look like E.T. the extra terrestrial	negative
